,id,title,overview,release_date,popularity,vote_average,vote_count
4659,266647,Pan,"Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.",2015-09-24,4.4525,5.955,2785
4660,98357,Broken City,"In a broken city rife with injustice, ex-cop Billy Taggart seeks redemption and revenge after being double-crossed and then framed by its most powerful figure, the mayor. Billy's relentless pursuit of justice, matched only by his streetwise toughness, makes him an unstoppable force - and the mayor's worst nightmare.",2013-01-18,4.9061,5.949,1520
4661,257440,Term Life,"If Nick Barrow can stay alive for 21 days, he'll die happy. Everyone Nick knows wants him dead; Mob bosses, contract killers, and dirty cops. Performing the last act of a desperate man, Nick takes out a million dollar insurance policy on himself, payable to his estranged daughter. The problem? The policy doesn't take effect for 21 days. Nick knows they'll be lucky to be alive for twenty-one hours.",2016-04-29,2.1905,5.948,315
4662,228066,Victor Frankenstein,Eccentric scientist Victor Von Frankenstein creates a grotesque creature in an unorthodox scientific experiment.,2015-11-10,2.9877,5.9,2192
4663,9597,Vidocq,"Paris, 1830. In the heart of the town, Vidocq, a famous detective, disappears as he fights the Alchemist, an assassin that he has been pursuing for a few months. His young biographer, Etienne Boisset, decides to avenge Vidocq's death and takes the investigation on...",2001-09-18,2.89,5.948,548
4664,487083,Paradise Hills,"A young woman is sent to Paradise Hills to be reformed, only to learn that the high-class facility's beautiful facade hides a sinister secret.",2019-08-29,1.0013,5.947,563
4665,34494,Sorry if I Love You,"Alex Belli is a 37 year old advertising executive whose fiancée Elena has just left him, and who is having difficulty at work trying to think of a good advertising campaign for a new Japanese product. Niki is a bubbly 17 year old student. She has three best friends with whom she shares all her problems, and an annoying ex-boyfriend Fabio who is set on getting her back, but Niki's not interested. One day on his way to work, Alex collides with Niki on a city street. They soon begin a romance, despite their 20-year age gap.",2008-01-25,1.3715,5.947,716
4666,13477,When in Rome,"Disillusioned with romance, Beth, an ambitious New Yorker, travels to Rome for her sister's wedding, where she plucks magic coins from a special fountain of love. The coins attract unwanted attention from an assortment of odd yet ardent suitors:  a sausage merchant, a street magician, an artist, and a male model. But when the best man from the wedding, persistent reporter Nick, throws his hat in the ring, Beth wonders if his love is the real thing.",2010-01-29,5.7589,5.9,1241
4667,12658,Someone Like You...,"Jane Goodale has everything going for her. She's a producer on a popular daytime talk show, and is in a hot romance with the show's dashing executive producer Ray. But when the relationship goes terribly awry, Jane begins an extensive study of the male animal, including her womanizing roommate Eddie. Jane puts her studies and romantic misadventure to use as a pseudonymous sex columnist -- and becomes a sensation.",2001-03-30,2.491,5.947,396
4668,11775,Intolerable Cruelty,A revenge-seeking gold digger marries a womanizing Beverly Hills lawyer with the intention of making a killing in the divorce.,2003-10-10,3.7243,5.947,1570
4669,9406,An American Werewolf in Paris,An American man unwittingly gets involved with werewolves who have developed a serum allowing them to transform at will.,1997-05-29,2.1564,5.947,720
4670,758879,A Castle for Christmas,"To escape a scandal, a bestselling author journeys to Scotland, where she falls in love with a castle -- and faces off with the grumpy duke who owns it.",2021-11-26,2.345,5.9,334
4671,1690,Hostel,"Three backpackers head to a Slovakian city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",2006-01-06,6.8914,5.946,3791
4672,590869,Hammamet,"The last years of Bettino Craxi, one of the most important and controversial italian leader of the 1980's.",2020-01-09,1.8807,5.945,408
4673,13018,Deception,"As a corporate auditor who works in a number of different offices, Jonathan McQuarry wanders without an anchor among New York's power brokers. A chance meeting with charismatic lawyer Wyatt Bose leads to Jonathan's introduction to The List, an underground sex club. Jonathan begins an affair with a woman known only as S, who introduces Jonathan to a world of treachery and murder.",2008-04-24,2.4317,5.9,686
4674,9448,The Big Hit,"Affable hit man Melvin Smiley is constantly being scammed by his cutthroat colleagues in the life-ending business. So, when he and his fellow assassins kidnap the daughter of an electronics mogul, it's naturally Melvin who takes the fall when their prime score turns sour. That's because the girl is the goddaughter of the gang's ruthless crime boss. But, even while dodging bullets, Melvin has to keep his real job secret from his unsuspecting fiancée, Pam.",1998-04-24,3.6356,5.9,449
4675,523936,Meander,"After getting a car ride from an unknown man, Lisa wakes up in a tube. On her arm is strapped a bracelet with a countdown. She quickly understands that every 8 minutes, fire burns an occupied section. She has no choice but to crawl into safe sections to survive. To know why she’s there and how to get out, Lisa will have to face the memories of her dead daughter…",2021-07-01,1.4143,5.9,440
4676,495766,I'm Back,"Benito Mussolini resurfaces in Rome 72 years after his death, as if not a single day had passed. Finding a country still full of problems, both old and new, his firebrand rhetoric wins him once again the hearts and minds of millions of Italians — who see him as a wacky reenactor who speaks inconvenient truths to power.",2018-02-01,2.365,5.9,572
4677,464504,A Madea Family Funeral,"A joyous family reunion becomes a hilarious nightmare as Madea and the crew travel to backwoods Georgia, where they find themselves unexpectedly planning a funeral that might unveil unpleasant family secrets.",2019-03-01,3.6006,5.9,489
4678,460648,Bleeding Steel,"Jackie Chan stars as a hardened special forces agent who fights to protect a young woman from a sinister criminal gang. At the same time, he feels a special connection to the young woman, like they met in a different life.",2017-12-18,3.7526,5.944,534
4679,87101,Terminator Genisys,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",2015-06-23,7.697,5.944,8693
4680,452507,1922,"A simple yet proud rancher conspires to murder his wife for financial gain, convincing his teenage son to participate.",2017-10-20,3.1444,5.934,2822
4681,328720,Ma che bella sorpresa,"High school professor Guido is a hopeless romantic whose life falls apart after his girlfriend leaves him. Paolo, a former student of his, helps him in getting out of his depression for a better chance to become a PE teacher himself.",2015-03-11,0.73,5.934,407
4682,14140,Herbie Goes to Monte Carlo,"Herbie, the Volkswagen Beetle with a mind of its own, is racing in the Monte Carlo Rally. But thieves have hidden a cache of stolen diamonds in Herbie's gas tank, and are now trying to get them back.",1977-06-24,3.0155,5.9,334
4683,10714,The Jungle Book,"Raised by wild animals since childhood, Mowgli is drawn away from the jungle by the beautiful Kitty. But Mowgli must eventually face corrupt Capt. Boone, who wants both Kitty's hand and the treasures of Monkey City – a place only Mowgli can find.",1994-12-23,2.8281,5.934,477
